index,name,state,county,enroll,overall,xmed,xrel,xper,lat,lng
1,A. Harry Moore,New Jersey,Hudson,13,100,,,,40.70949,-74.0852622
2,A. Russell Knight Elementary,New Jersey,Union,63,100,,,,39.9003877,-75.0113284
3,A.V. Ceres Elementary,New Jersey,Middlesex,139,100,,,,40.5144042,-74.2658612
4,Aaron Decker,New Jersey,Morris,81,100,,,,41.0065565,-74.3566855
5,Abington Avenue,New Jersey,Essex,87,100,,,,40.770294,-74.181645
6,Abraham Lincoln - Wykoff,New Jersey,Bergen,41,100,,,,41.0150946,-74.1612587
7,Abraham Lincoln 6 - Garfield,New Jersey,Bergen,71,100,,,,40.8677413,-74.1078917
8,Academy at St. Mary,New Jersey,Bergen,9,100,,,,40.8295921,-74.1044611
9,Academy of Our Lady of Grace,New Jersey,Bergen,43,100,,,,40.8160105,-73.9980776
10,Academy Of Our Lady Of Mount Carmel,New Jersey,Bergen,25,100,,,,40.923662,-73.963833
11,Academy of Saint Paul,New Jersey,Bergen,15,100,,,,41.0522657,-74.1513173
12,Academy of Saint Therese,New Jersey,Bergen,7,100,,,,40.9426706,-73.969504
13,Academy of the Most Blessed Sacrament,New Jersey,Bergen,9,100,,,,40.9947104,-74.210303
14,Academy Street Elementary,New Jersey,Morris,83,100,,,,40.8786637,-74.5599003
15,Albert E. Burling,New Jersey,Camden,17,100,,,,39.9371592,-75.081472
16,Alexander Hamilton Academy,New Jersey,Passaic,55,100,,,,40.9163218,-74.1664075
17,"Alfred E. Zampella, Elementary",New Jersey,Hudson,101,100,,,,40.753718,-74.0501031
18,All Saints Academy,New Jersey,Morris,20,100,,,,40.866345,-74.3935025
19,All Saints Episcopal Day,New Jersey,Hudson,18,100,,,,40.744964,-74.0280703
20,All Saints Regional Catholic,New Jersey,Ocean,14,100,,,,39.699109,-74.278828
21,Alpine Montessori of Millburn,New Jersey,Essex,8,100,,,,40.715782,-74.3077968
22,Alpine Public,New Jersey,Bergen,16,100,,,,40.9579189,-73.9183464
23,Althea Gibson Early Childhood Academy,New Jersey,Essex,78,100,,,,40.7669435,-74.2146527
24,Amazing Grace Early Education Center,New Jersey,Salem,5,100,,,,39.7562348,-75.4134141
25,Apple Montessori - Edison - Woodbridge Ave,New Jersey,Middlesex,42,100,,,,40.515445,-74.3590681
26,Apple Montessori - Mahwah,New Jersey,Bergen,26,100,,,,41.0941913,-74.1516064
27,Apple Montessoris - Edison - Route 27,New Jersey,Middlesex,6,100,,,,40.5153535,-74.4020647
28,Apple Montessoris - Metuchen,New Jersey,Middlesex,21,100,,,,40.5414679,-74.3642228
29,Apples and Books Learning Center,New Jersey,Somerset,7,100,,,,40.5642732,-74.6948355
30,Apshawa Elementary,New Jersey,Passaic,30,100,,,,41.0195981,-74.3706225
31,Aquinas Academy,New Jersey,Essex,24,100,,,,40.7815778,-74.3189962
32,Arc of Essex County Stepping Stones,New Jersey,Essex,8,100,,,,40.8216607,-74.2901153
33,Archbishop Damiano,New Jersey,Gloucester,6,100,,,,39.847871,-75.1241255
34,Assumption,New Jersey,Morris,46,100,,,,40.7909168,-74.4804872
35,Assumption Regional Catholic,New Jersey,Atlantic,37,100,,,,39.474288,-74.488852
36,Ateres Tzipora,New Jersey,Ocean,12,100,,,,40.0779334,-74.1776667
37,Atlantic Avenue,New Jersey,Camden,18,100,,,,39.8855133,-75.0610302
38,Atlantic Community Charter,New Jersey,Atlantic,75,100,,,,39.481662,-74.4584416
39,Atlantic County Elementary / Middle,New Jersey,Atlantic,11,100,,,,39.4377465,-74.6945051
40,Aura Elementary,New Jersey,Gloucester,41,100,,,,39.673685,-75.1422534
41,Avenel Street,New Jersey,Middlesex,54,100,,,,40.5781917,-74.2798771
42,Avon Elementary,New Jersey,Monmouth,9,100,,,,40.190198,-74.0232572
43,Bancroft Early Education Program,New Jersey,Camden,5,100,,,,39.9116291,-75.0122665
44,Bayberry,New Jersey,Somerset,66,100,,,,40.6525222,-74.4236171
45,Beach Haven Elementary,New Jersey,Ocean,11,100,,,,39.567459,-74.2356141
46,Beacon Academy,New Jersey,Gloucester,6,100,,,,39.7347019,-75.0624836
47,Beacon Christian Academy,New Jersey,Hudson,16,100,,,,40.6605908,-74.1161561
48,Bedminster Township,New Jersey,Somerset,50,100,,,,40.6630327,-74.6751731
49,Bell Park Elementary,New Jersey,Camden,74,100,,,,39.8703606,-75.0911336
50,Belleville 10,New Jersey,Essex,23,100,,,,40.7932151,-74.1719632
51,Belleville 4,New Jersey,Essex,43,100,,,,40.7818425,-74.1800183
52,Belleville 9,New Jersey,Essex,18,100,,,,40.795535,-74.157431
53,Bet Yaakov of the Jersey Shore,New Jersey,Monmouth,15,100,,,,40.2851712,-74.0186399
54,Betsy Ross Elementary,New Jersey,Bergen,48,100,,,,41.092827,-74.1404537
55,Billingsport Elementary,New Jersey,Gloucester,99,100,,,,39.842642,-75.2433591
56,Bingham Elementary,New Jersey,Camden,46,100,,,,39.849705,-75.079113
57,Birchwood,New Jersey,Morris,37,100,,,,40.8994694,-74.5390857
58,Bishop Schad Regional,New Jersey,Cumberland,10,100,,,,39.486371,-75.015311
59,Bloomsbury Elementary,New Jersey,Hunterdon,9,100,,,,40.6544525,-75.0865774
60,Bnos Brocha,New Jersey,Ocean,42,100,,,,40.0567163,-74.1875088
61,Bradley Beach Elementary,New Jersey,Monmouth,28,100,,,,40.202197,-74.015645
62,Branch Brook Elementary,New Jersey,Essex,29,100,,,,40.7611166,-74.1762051
63,Bret Harte Elementary,New Jersey,Camden,43,100,,,,39.8723805,-74.9772319
64,BRICK Avon Academy,New Jersey,Essex,44,100,,,,40.7261425,-74.2000447
65,Bright Beginnings Academy and Brighten Academy,New Jersey,Gloucester,9,100,,,,39.722479,-75.050984
66,Bright Horizons at Mount Olive,New Jersey,Morris,6,100,,,,40.8824606,-74.6968187
67,Bright Horizons at Spotswood,New Jersey,Middlesex,5,100,,,,40.3945949,-74.3869669
68,Bright Horizons Family Solutions,New Jersey,Somerset,14,100,,,,40.5279131,-74.5189713
69,Broad Street,New Jersey,Cumberland,102,100,,,,39.430765,-75.245378
70,Brookside Place,New Jersey,Union,36,100,,,,40.6637318,-74.3165877
71,Building Blocks Child Center,New Jersey,Bergen,6,100,,,,41.0102231,-74.1312815
72,Building Blocks Learning Center,New Jersey,Camden,10,100,,,,39.5948869,-75.1267751
73,Burch Charter of Excellence,New Jersey,Essex,60,100,,,,40.7298464,-74.2271486
74,Califon Public,New Jersey,Hunterdon,5,100,,,,40.724734,-74.839383
75,Calvary Christian Academy/Happy Day Learning Center,New Jersey,Passaic,9,100,,,,40.9285824,-74.2257322
76,Calvary Nursery and Child Care,New Jersey,Union,18,100,,,,40.657039,-74.306775
77,Camden Forward,New Jersey,Camden,12,100,,,,39.9483646,-75.0717462
78,Camden's Pride Charter,New Jersey,Camden,90,100,,,,39.9575369,-75.0857651
79,Campbell's Family Center,New Jersey,Camden,8,100,,,,39.9391024,-75.1082114
80,Candyland Child Development Center - Woodbridge - King Georges Rd,New Jersey,Middlesex,11,100,,,,40.5320014,-74.3079904
81,Candyland Child Learning Center - Woodbridge - Inman Ave,New Jersey,Middlesex,5,100,,,,40.5982024,-74.3363072
82,Cape May City Elementary,New Jersey,Cape May,25,100,,,,38.9393348,-74.9185656
83,Cape Trinity Catholic,New Jersey,Cape May,26,100,,,,38.9997075,-74.8029943
84,Carla's Kids LLC,New Jersey,Passaic,6,100,,,,40.8744293,-74.1349468
85,Carlstadt Public,New Jersey,Bergen,55,100,,,,40.8441842,-74.0942369
86,Carteret Elementary,New Jersey,Essex,47,100,,,,40.7781641,-74.1904031
87,Castle Academy/Kids Castle,New Jersey,Camden,7,100,,,,39.8667,-75.0513495
88,Cedar Hill Prep,New Jersey,Somerset,24,100,,,,40.5193272,-74.5235919
89,Center Grove,New Jersey,Morris,62,100,,,,40.844928,-74.570702
90,Central Elementary,New Jersey,Somerset,57,100,1.8,1.8,,40.4367893,-74.3982553
91,Centre City,New Jersey,Gloucester,115,100,,,,39.7725233,-75.1810862
92,Chairville Elementary,New Jersey,Burlington,49,100,,,,39.8964131,-74.8059468
93,Chancellor Avenue - Irvington,New Jersey,Essex,57,100,,,,40.7180099,-74.2436967
94,Chancellor Avenue - Newark,New Jersey,Essex,40,100,,,,40.709897,-74.220926
95,Chaplain Charles J. Waters PS24,New Jersey,Hudson,57,100,,,,40.7160623,-74.084006
96,Charles A. Selzer,New Jersey,Bergen,39,100,,,,40.9497888,-74.00126
97,Charles E. Trefurt/PS 8,New Jersey,Hudson,117,100,,,,40.7425138,-74.0488233
98,Chatham Day,New Jersey,Morris,19,100,,,,40.7499118,-74.4353013
99,Chatsworth Elementary,New Jersey,Burlington,10,100,,,,39.8160488,-74.5361102
100,Cheesequake Elementary,New Jersey,Middlesex,47,100,,,,40.4269117,-74.2928861
101,Cherry Hill Montessori Inc,New Jersey,Camden,16,100,,,,39.9079844,-74.9744145
102,Chesterbrook Academy,New Jersey,Gloucester,9,100,,,,39.913437,-74.9206488
103,Chesterfield Township Elementary,New Jersey,Burlington,90,100,,,,40.1375612,-74.6571452
104,Child Development Center at Bristol-Myers Squibb,New Jersey,Middlesex,9,100,,,,40.4602295,-74.4592946
105,Child Development Center atBMS,New Jersey,Mercer,13,100,,,,40.3465856,-74.7654167
106,Children's Center Preschool,New Jersey,Warren,5,100,,,,40.983086,-74.95854
107,Children's Corner BUMC,New Jersey,Somerset,16,100,,,,40.606192,-74.6436
108,Children's Home Montessori,New Jersey,Bergen,10,100,,,,40.8317521,-73.9855015
109,Children's House Montessori,New Jersey,Middlesex,6,100,,,,40.5019875,-74.4268337
110,Children's House of the Windsors,New Jersey,Mercer,34,100,,,,40.2693143,-74.5904007
111,Children's World Academy,New Jersey,Middlesex,21,100,,,,40.54514,-74.302067
112,Christ the Teacher,New Jersey,Bergen,56,100,,,,40.8507942,-73.9751031
113,Christopher Columbus 15,New Jersey,Union,79,100,,,,40.6526651,-74.2027078
114,CJR 9,New Jersey,Passaic,89,100,,,,40.8954504,-74.1578876
115,Clementon Elementary,New Jersey,Camden,57,100,,,,39.801708,-74.9917715
116,Cleveland Street,New Jersey,Essex,45,100,,,,40.7820323,-74.2254985
117,Clifton 15,New Jersey,Passaic,46,100,,,,40.8542007,-74.1453285
118,Clifton 3,New Jersey,Passaic,46,100,,,,40.875364,-74.155912
119,Clifton 4,New Jersey,Passaic,21,100,,,,40.8877143,-74.1574322
120,Clifton 8,New Jersey,Passaic,32,100,,,,40.8290175,-74.1323412
121,Clifton Number 9 Elementary,New Jersey,Passaic,58,100,,,,40.8461879,-74.1588843
122,Clifton PS #17,New Jersey,Passaic,73,100,,,,40.8734971,-74.1320832
123,Clinton Elementary,New Jersey,Essex,91,100,,,,40.7345108,-74.2554653
124,Clockwise Childcare,New Jersey,Camden,7,100,,,,39.8661808,-74.9937872
125,Collins Elementary,New Jersey,Essex,70,100,,,,40.7785084,-74.3133804
126,Colonial Road,New Jersey,Bergen,31,100,,,,41.0136654,-74.2230947
127,Columbus,New Jersey,Middlesex,102,100,,,,40.8826622,-74.0890213
128,Columbus - Lyndhurst,New Jersey,Bergen,27,100,,,,40.8126897,-74.1132983
129,Community Charter of Paterson,New Jersey,Passaic,101,100,,,,40.9116552,-74.1777169
130,Community Kids Care,New Jersey,Atlantic,11,100,,,,39.397567,-74.64673
131,Compassion House Outreach Ministry and CEC,New Jersey,Passaic,10,100,,,,40.9146214,-74.1765746
132,Congregation B'nai Jeshurun Rabbi Barry Greene ECC,New Jersey,Essex,17,100,,,,40.7572274,-74.312537
133,Congregation M'Kor Shalom Nursery,New Jersey,Camden,13,100,,,,39.8733746,-74.9315636
134,Constable Elementary,New Jersey,Middlesex,67,100,,,,40.4119776,-74.5737904
135,Countryside Elementary,New Jersey,Burlington,47,100,,,,39.9256182,-74.9734137
136,County Road and The Valley Program,New Jersey,Bergen,50,100,,,,41.0056293,-74.2953277
137,CPC Weekday Nursery Kindergarten,New Jersey,Union,25,100,,,,40.7147662,-74.3595466
138,Cradles to Crayons Childcare and Learning Center,New Jersey,Morris,6,100,,,,40.7953448,-74.4780699
139,Cream Family,New Jersey,Camden,33,100,,,,39.9203214,-75.1073961
140,Creative Minds Montessori,New Jersey,Bergen,5,100,,,,41.0105689,-73.9917445
141,Crest Memorial,New Jersey,Cape May,22,100,,,,38.9634549,-74.8501246
142,Cresthaven Academy,New Jersey,Union,78,100,,,,40.60998,-74.423993
143,Darul Arqam,New Jersey,Middlesex,7,100,,,,40.4513306,-74.3828536
144,Dawn Treader Christian,New Jersey,Passaic,5,100,,,,40.9138027,-74.1792396
145,Deal,New Jersey,Monmouth,21,100,,,,40.2475294,-74.0058662
146,Deerfield,New Jersey,Union,64,100,,,,40.750676,-74.313101
147,Deerfield Terrace 9,New Jersey,Union,54,100,,,,40.6324317,-74.2740515
148,Deerfield Township,New Jersey,Cumberland,24,100,,,,39.462135,-75.1428632
149,Delair Elementary,New Jersey,Camden,67,100,,,,39.9754158,-75.0544413
150,Dewitt D Barlow Elementary,New Jersey,Union,139,100,,,,40.6304257,-74.4150058
151,Diamond Hill Montessori,New Jersey,Union,7,100,,,,40.677121,-74.409834
152,Dionne Warwick Institute,New Jersey,Essex,56,100,,,,40.7523143,-74.2068676
153,Divine Mercy,New Jersey,Morris,16,100,,,,40.903645,-74.510463
154,Dr. Charles P. DeFuccio #39,New Jersey,Hudson,30,100,,,,40.7300155,-74.0805941
155,Dr. Hani Awadallah,New Jersey,Passaic,84,100,,,,40.8957324,-74.1671462
156,Dr. Lena Edwards Academic Charter,New Jersey,Hudson,45,100,,,,40.7136489,-74.0726564
157,"Dr. Paul Rafalides, PS33",New Jersey,Hudson,83,100,,,,40.7186798,-74.0837393
158,Dr. William Mennies,New Jersey,Cumberland,105,100,,,,39.450382,-75.021634
159,Dutch Neck Presbyterian Church Cooperative Nursery,New Jersey,Mercer,25,100,,,,40.28316,-74.613487
160,E. Roy Bixby,New Jersey,Bergen,40,100,,,,40.8691173,-74.026889
161,Early Childhood Center at Forest Glen,New Jersey,Essex,5,100,,,,40.8045438,-74.1820399
162,East Brook Elementary,New Jersey,Bergen,40,100,,,,41.0263109,-74.0290024
163,East Newark Public,New Jersey,Hudson,15,100,,,,40.7503942,-74.1582214
164,East Orange Community Charter,New Jersey,Essex,104,100,,,,40.7736515,-74.2210936
165,Eastampton Community,New Jersey,Burlington,52,100,,,,39.9989191,-74.7545756
166,ECO Charter,New Jersey,Camden,25,100,,,,39.9453218,-75.1157232
167,Edison Elementary,New Jersey,Camden,14,100,,,,39.9130547,-75.0452968
168,Education Station Daycare,New Jersey,Essex,15,100,,,,40.7925618,-74.202668
169,EJF Jr. Aldene,New Jersey,Union,38,100,,,,40.6634358,-74.2729247
170,Eldridge Park,New Jersey,Mercer,55,100,,,,40.2625162,-74.7429779
171,Elementary 1,New Jersey,Union,60,100,,,,40.6449612,-74.3966462
172,Elementary Campus,New Jersey,Burlington,10,100,,,,39.904893,-74.849062
173,Elements of Learning 2,New Jersey,Passaic,5,100,,,,41.019747,-74.515188
174,Elias Boudinot Elementary,New Jersey,Burlington,34,100,,,,40.0786917,-74.8655532
175,Ellison,New Jersey,Cumberland,11,100,,,,39.4695884,-74.9887028
176,Elwood Kindle,New Jersey,Gloucester,22,100,,,,39.7269729,-75.1207489
177,Employees' Center for Young Children,New Jersey,Union,7,100,,,,40.6107894,-74.2695949
178,Englewood on the Palisades Charter,New Jersey,Bergen,36,100,,,,40.8995344,-73.9749906
179,Erial Elementary,New Jersey,Camden,94,100,,,,39.770646,-75.009075
180,Evangelical Gospel Tabernacle Child Care Center,New Jersey,Hudson,6,100,,,,40.6675803,-74.1168227
181,Evergreen Avenue,New Jersey,Gloucester,48,100,,,,39.8382651,-75.1424857
182,Evergreen Elementary,New Jersey,Union,91,100,,1.5,,40.6128056,-74.4108645
183,Every Child Valued,New Jersey,Mercer,6,100,,,,40.265135,-74.753848
184,Excel Learning Center - Evesham,New Jersey,Burlington,10,100,,,,39.8903695,-74.9156865
185,Fairton Christian Center Academy,New Jersey,Cumberland,6,100,,,,39.38382,-75.20774
186,Faith Christian,New Jersey,Mercer,24,100,,,,40.2030407,-74.6840497
187,Featherbed Lane,New Jersey,Union,12,100,,,,40.6236756,-74.3223299
188,First Avenue,New Jersey,Essex,111,100,,,,40.7672759,-74.1829785
189,"First Friends, Inc.",New Jersey,Middlesex,10,100,,,,40.4262076,-74.2786168
190,Florence M. Burd,New Jersey,Sussex,43,100,,,,41.039448,-74.704828
191,Ford Avenue 14,New Jersey,Middlesex,25,100,,,,40.5358857,-74.317046
192,Forest Avenue - Verona,New Jersey,Essex,40,100,,,,40.828023,-74.2554133
193,Forest Avenue Elementary - Glen Ridge,New Jersey,Essex,71,100,,,,40.82033,-74.195229
194,Forest Street Elementary,New Jersey,Essex,39,100,,,,40.7667679,-74.2489855
195,Frances DeMasi Elementary,New Jersey,Burlington,27,100,,,,39.9043,-74.9087
196,Frank Defino Central Elementary,New Jersey,Monmouth,56,100,,,,40.3402297,-74.2507684
197,Franklin - Bergenfield,New Jersey,Bergen,41,100,,,,40.928275,-74.0031919
198,Franklin Township Elementary,New Jersey,Warren,19,100,,,,40.7276968,-75.0492084
199,Gan Yeladim Early Childhood Center,New Jersey,Monmouth,12,100,,,,40.3518952,-74.0364754
200,Garden State Academy Preschool of the Arts,New Jersey,Atlantic,5,100,,,,39.4945468,-74.4684113
201,Genius Kids Academy,New Jersey,Monmouth,8,100,,,,40.3502757,-74.2930185
202,George Washington Carver - Newark,New Jersey,Essex,47,100,,,,40.7120731,-74.2157476
203,George Washington Elementary - Mahwah,New Jersey,Bergen,43,100,,,,41.0412059,-74.1760156
204,Gershom Mott Elementary,New Jersey,Mercer,62,100,,,,40.1996021,-74.7547062
205,Gibbsboro Elementary,New Jersey,Camden,34,100,,,,39.8371529,-74.9678392
206,Gill Saint Bernard's,New Jersey,Morris,13,100,,,,40.733323,-74.670241
207,Gilmore Memorial Christian Academy,New Jersey,Passaic,5,100,,,,40.930493,-74.1738369
208,Gloria M. Sabater Elementary,New Jersey,Cumberland,126,100,,,,39.4828724,-75.0247046
209,Gloucester Township Elementary,New Jersey,Camden,28,100,,,,39.7974486,-75.0652874
210,Good Shepherd Academy - Irvington,New Jersey,Essex,16,100,,,,40.7162632,-74.2466361
211,Gordon Parks Academy,New Jersey,Essex,42,100,,,,40.759942,-74.2003177
212,Gottesman RTW Academy,New Jersey,Morris,15,100,,,,40.853952,-74.596395
213,Grant,New Jersey,Mercer,72,100,,,,40.2248703,-74.7539134
214,Grant 7,New Jersey,Passaic,97,100,,,,40.8683769,-74.1352179
215,Greater Brunswick Charter,New Jersey,Middlesex,44,100,,,,40.4799245,-74.4621937
216,Greenwich Township Elementary,New Jersey,Gloucester,46,100,,,,39.8262308,-75.2847272
217,Greenwich/Little Stingers,New Jersey,Warren,46,100,,,,40.6815006,-75.1244328
218,Grove Street Elementary,New Jersey,Essex,59,100,,,,40.7366398,-74.2142533
219,Growing and Knowing Academy,New Jersey,Sussex,10,100,,,,41.171696,-74.552159
220,Guardian Angels Regional - Greenwich,New Jersey,Gloucester,18,100,,,,39.8220747,-75.2850358
221,H. L. Beeler Elementary,New Jersey,Burlington,47,100,,,,39.8900185,-74.9006898
222,H.B. Brunner Elementary,New Jersey,Union,73,100,,,,40.6503736,-74.3805741
223,Hainesport Township,New Jersey,Burlington,46,100,,,,39.9867619,-74.8273161
224,Happy Wake Up Daycare,New Jersey,Hudson,10,100,,,,40.7930207,-74.0061229
225,Hardyston Elementary,New Jersey,Sussex,65,100,,,,41.1044971,-74.5786767
226,Harker-Wylie,New Jersey,Burlington,103,100,,,,39.975399,-74.588372
227,Harrison Elementary,New Jersey,Essex,64,100,,,,40.8042414,-74.3133775
228,Harrison Preschool for the Disabled,New Jersey,Essex,7,100,,,,40.8497472,-74.2857415
229,Harry L. Bain Elementary,New Jersey,Hudson,72,100,,,,40.7888366,-74.0085947
230,HC Sharp Elementary,New Jersey,Camden,39,100,,,,39.9591814,-75.0851417
231,Here We Grow Child Development Center,New Jersey,Union,8,100,,,,40.648509,-74.3420863
232,Heywood Avenue,New Jersey,Essex,37,100,,,,40.7577216,-74.246361
233,Hilldale Elementary,New Jersey,Morris,42,100,,,,40.8816514,-74.3522407
234,Hillside Avenue,New Jersey,Union,33,100,,,,40.64579,-74.2948706
235,Hillside Elementary,New Jersey,Essex,55,100,2.6,,,41.0314886,-74.1407632
236,Hilltop Country Day,New Jersey,Sussex,6,100,,,,41.042256,-74.644741
237,Ho-Ho-Kus,New Jersey,Bergen,68,100,,,,40.9999966,-74.1031747
238,Hoboken Charter-Lower,New Jersey,Hudson,22,100,,,,40.7452356,-74.0281998
239,Hola Hoboken Dual Language Charter,New Jersey,Hudson,48,100,,,,40.739285,-74.0378613
240,Holland Township Elementary,New Jersey,Hunterdon,51,100,,,,40.5998281,-75.114892
241,Holly Heights,New Jersey,Cumberland,88,100,,,,39.3853633,-74.9954009
242,Holy Family,New Jersey,Morris,11,100,,,,40.778961,-74.3921781
243,Holy Innocents,New Jersey,Monmouth,12,100,,,,40.210554,-74.079213
244,Holy Name,New Jersey,Camden,12,100,,,,39.9521453,-75.1187141
245,Holy Savior Academy,New Jersey,Middlesex,10,100,,,,40.5807387,-74.4088999
246,Holy Trinity,New Jersey,Union,11,100,,,,40.6474941,-74.3507744
247,Hoover Elementary,New Jersey,Bergen,43,100,,,,40.915152,-73.993958
248,Hope Academy Charter,New Jersey,Monmouth,32,100,,,,40.2182476,-74.0081438
249,Hope Community Charter,New Jersey,Camden,30,100,,,,39.9350642,-75.1222344
250,Hovnanian,New Jersey,Bergen,16,100,,,,40.9276191,-74.0253508
251,Hudson Montessori,New Jersey,Hudson,35,100,,,,40.7153871,-74.0466017
252,I Can Kids Childcare and Learning Center,New Jersey,Middlesex,9,100,,,,40.5388752,-74.3698869
253,ICOB Academy,New Jersey,Monmouth,8,100,,,,40.45062,-74.238629
254,Immaculate Heart of Mary,New Jersey,Passaic,24,100,,,,40.9483303,-74.2526303
255,Inclusive Montessori,New Jersey,Mercer,10,100,,,,,
256,Indian Avenue,New Jersey,Cumberland,70,100,,,,39.441377,-75.217962
257,Indiana Avenue 18,New Jersey,Middlesex,98,100,,,,40.5697497,-74.3144403
258,International Academy of Arts and Sciences,New Jersey,Bergen,9,100,,,,40.9737126,-73.9663467
259,International Academy of Trenton,New Jersey,Mercer,110,100,,,,40.2052167,-74.750118
260,Intervale Elementary,New Jersey,Morris,46,100,,,,40.8819798,-74.4231054
261,IPrep Academy (School #8),New Jersey,Union,43,100,,,,40.6527813,-74.1868932
262,Irene E. Feldkirchner Elementary,New Jersey,Somerset,60,100,,,,40.6008387,-74.4777346
263,Ironbound Catholic Academy,New Jersey,Essex,25,100,,,,40.7230139,-74.1589776
264,Islamic Academy of Burlington,New Jersey,Burlington,14,100,,,,40.0475904,-74.8622718
265,Islamic Academy of South Jersey,New Jersey,Atlantic,7,100,,,,39.425122,-74.6139522
266,Islamic of Trenton,New Jersey,Mercer,6,100,,,,40.2287437,-74.7584973
267,J. Spencer Smith Elementary,New Jersey,Bergen,48,100,,,,40.9114562,-73.9579837
268,Jackson Avenue Elementary,New Jersey,Bergen,74,100,,,,40.8653815,-74.0408487
269,James A. Garfield,New Jersey,Camden,31,100,,,,39.9181336,-75.0758472
270,Jefferson,New Jersey,Essex,30,100,,,,40.8170755,-74.1212432
271,Jefferson - Bergenfield,New Jersey,Bergen,37,100,,,,40.932255,-73.986948
272,Jefferson Elementary,New Jersey,Morris,79,100,,1.4,,40.932255,-73.986948
273,Jefferson Elementary - Plainfield,New Jersey,Union,62,100,,,,40.5979812,-74.4551273
274,Jefferson Number 1,New Jersey,Passaic,98,100,,,,40.8534768,-74.138706
275,Jersey City P.S. 34,New Jersey,Hudson,51,100,,,,40.702213,-74.0909653
276,John E. Riley Elementary,New Jersey,Middlesex,53,100,,,,40.5944397,-74.404596
277,John F. Kennedy,New Jersey,Somerset,73,100,,,,40.5689919,-74.6484923
278,John Fenwick Academy,New Jersey,Salem,75,100,,,,39.566321,-75.469614
279,John Kenney Child Care Center/Heller Park,New Jersey,Middlesex,19,100,,,,40.4968727,-74.369703
280,John M. Bailey Community,New Jersey,Hudson,56,100,,,,40.657285,-74.1290452
281,John Paul II Regional,New Jersey,Camden,31,100,,,,39.829703,-75.0169384
282,Jonan Academy,New Jersey,Morris,6,100,,,,40.6783183,-74.4980117
283,Joseph D. Sharp Elementary,New Jersey,Camden,40,100,,,,39.8888669,-74.9521581
284,Joseph F. Cappello,New Jersey,Mercer,22,100,,,,40.2528864,-74.6577215
285,Jump Immersion,New Jersey,Union,17,100,,,,40.628841,-74.380853
286,Just Children Bishops Gate,New Jersey,Burlington,17,100,,,,39.9651509,-74.9040789
287,Just Children Child Care Center - Medford,New Jersey,Burlington,9,100,,,,39.9113694,-74.8254449
288,Kangaroo Kids Child Care and Learning Center,New Jersey,Somerset,14,100,,,,40.6021564,-74.6771658
289,Kathy Dunn Cultural Center,New Jersey,Bergen,7,100,,,,40.8635119,-74.0772165
290,Kearny Christian Academy,New Jersey,Hudson,11,100,,,,40.758273,-74.156448
291,Keith Wold Johnson Childcare Center,New Jersey,Middlesex,10,100,,,,40.5762694,-74.3737728
292,Kellman Brown Academy,New Jersey,Camden,13,100,,,,39.8429271,-74.9772974
293,Kiddie Academy,New Jersey,Essex,9,100,,,,40.863896,-74.283508
294,Kiddie Academy of Freehold,New Jersey,Monmouth,13,100,,,,40.2467367,-74.2989144
295,Kiddie Academy of Upper Freehold,New Jersey,Monmouth,12,100,,,,40.179832,-74.508946
296,Kids Count,New Jersey,Middlesex,6,100,,,,40.3891535,-74.3582433
297,"Kids Kottage Learning Center, Inc",New Jersey,Mercer,17,100,,,,40.2663177,-74.488881
298,Kidsports Family Fun and Fitness Center,New Jersey,Middlesex,20,100,,,,40.543968,-74.3016637
299,Kinder Kastle,New Jersey,Somerset,26,100,,,,40.4374091,-74.5369135
300,Kinder Kastle Childcare/Learning Center - Metuchen,New Jersey,Middlesex,23,100,,,,40.5388533,-74.3698441
301,KinderCare,New Jersey,Passaic,5,100,,,,40.9628637,-74.2280566
302,KinderCare - South Brunswick,New Jersey,Middlesex,15,100,,,,40.3848727,-74.5685262
303,KinderCare Learning Center - Cherry Hill - Springdale Rd,New Jersey,Camden,10,100,,,,39.9042838,-74.9660783
304,Kings Road,New Jersey,Morris,39,100,,,,40.7491334,-74.4042024
305,Kingsway Learning Center,New Jersey,Camden,10,100,,,,39.846548,-74.9816653
306,KIPP Seek Academy,New Jersey,Essex,113,100,,,,40.7123763,-74.2162116
307,Knollwood Elementary,New Jersey,Morris,122,100,,,,40.5383763,-74.4873951
308,Knowledge Beginnings,New Jersey,Middlesex,11,100,,,,40.352109,-74.5948912
309,Lafayette Township,New Jersey,Sussex,20,100,,,,41.1317383,-74.6544071
310,Lake Hiawatha,New Jersey,Morris,48,100,,,,40.8755391,-74.3853302
311,Lake Nelson Early Learning Center,New Jersey,Middlesex,18,100,,,,40.5412356,-74.4558578
312,Lakehurst Elementary,New Jersey,Ocean,39,100,,,,40.0124209,-74.3172781
313,Lambertville Public,New Jersey,Hunterdon,21,100,,,,40.373598,-74.944541
314,Larchmont,New Jersey,Burlington,78,100,,,,39.9659218,-74.8766306
315,Laurel Springs,New Jersey,Camden,15,100,,,,39.8228332,-75.0038661
316,Lawrenceville Elementary,New Jersey,Mercer,72,100,,,,40.2986666,-74.7333132
317,LEAP Academy University Charter,New Jersey,Camden,119,100,,,,39.9465815,-75.1174581
318,Learn and Play Academy,New Jersey,Sussex,7,100,,,,41.1794656,-74.4554223
319,Lebanon Borough,New Jersey,Hunterdon,18,100,,,,40.640793,-74.835796
