index,state,year,name,county,enroll,mmr,overall,xmed,xper,xrel,lat,lng
31,Minnesota,2017-18,Eagle Point Elementary,Ramsey,71,100.00,,0.00,0.00,,44.9713055,-92.9475154
32,Minnesota,2017-18,East Union Elementary,Carver,23,100.00,,0.00,0.00,,44.720167,-93.683449
33,Minnesota,2017-18,Edgerton Christian,Pipestone,21,100.00,,0.00,0.00,,43.8761662,-96.1320451
34,Minnesota,2017-18,Faribault Lutheran,Rice,19,100.00,,0.00,0.00,,44.29527,-93.277241
35,Minnesota,2017-18,Finlayson Elementary,Pine,9,100.00,,0.00,0.00,,46.203159,-92.922952
36,Minnesota,2017-18,Foley Elementary,Benton,137,100.00,,0.00,0.00,,45.671726,-93.910235
37,Minnesota,2017-18,Frassati Catholic Academy,Ramsey,33,100.00,,0.00,0.00,,45.082843,-93.014659
38,Minnesota,2017-18,Frost Lake,Ramsey,92,100.00,,0.00,0.00,,44.9888236,-93.0394254
39,Minnesota,2017-18,Fulda Elementary,Murray,22,100.00,,0.00,0.00,,43.872381,-95.602214
40,Minnesota,2017-18,Garden City Elementary,Hennepin,63,100.00,,0.00,0.00,,45.072239,-93.327217
41,Minnesota,2017-18,Gethsemane Lutheran,Ramsey,13,100.00,,0.00,0.00,,44.96921,-92.998741
42,Minnesota,2017-18,Guardian Angels,Carver,5,100.00,,0.00,0.00,,44.7850802,-93.602777
43,Minnesota,2017-18,Hamline,Ramsey,54,100.00,,0.00,0.00,,44.9650603,-93.1645547
44,Minnesota,2017-18,Hancock Elementary,Stevens,27,100.00,,0.00,0.00,,45.497349,-95.789929
45,Minnesota,2017-18,Harambee Elementary,Ramsey,34,100.00,,0.00,0.00,,45.00385,-93.100381
46,Minnesota,2017-18,Harrison Elementary,Crow Wing,35,100.00,,0.00,0.00,,46.352922,-94.186367
47,Minnesota,2017-18,Herman-Norcross Community,Grant,10,100.00,,0.00,0.00,,45.8108288,-96.1380636
48,Minnesota,2017-18,Hills-Beaver Creek Elementary,Rock,28,100.00,,0.00,0.00,,43.61067,-96.362044
49,Minnesota,2017-18,Hinckley Elementary,Pine,58,100.00,,0.00,0.00,,46.013889,-92.93531
50,Minnesota,2017-18,Holy Cross,Stearns,8,100.00,,0.00,0.00,,45.40033,-94.330581
51,Minnesota,2017-18,Holy Family,Stearns,13,100.00,,0.00,0.00,,45.737433,-94.94796
52,Minnesota,2017-18,Holy Name Of Jesus,Hennepin,41,100.00,,0.00,0.00,,45.0128444,-93.5243621
53,Minnesota,2017-18,Holy Rosary,Becker,17,100.00,,0.00,0.00,,46.8146301,-95.8484195
54,Minnesota,2017-18,Holy Trinity,Wright,11,100.00,,0.00,0.00,,45.0280894,-94.0665182
55,Minnesota,2017-18,Immaculate Conception,Anoka,15,100.00,,0.00,0.00,,45.04206,-93.250321
56,Minnesota,2017-18,Immanuel Lutheran,Jackson,5,100.00,,0.00,0.00,,43.680934,-95.170079
57,Minnesota,2017-18,Immanuel Lutheran,Winona,10,100.00,,0.00,0.00,,44.016834,-91.859475
58,Minnesota,2017-18,International School Of Minnesota,Hennepin,14,100.00,,0.00,0.00,,44.887831,-93.442053
59,Minnesota,2017-18,Jefferson Elementary,Blue Earth,35,100.00,,0.00,0.00,,44.153065,-94.006308
60,Minnesota,2017-18,Jefferson Elementary,Olmsted,92,100.00,,0.00,0.00,,44.035541,-92.450621
61,Minnesota,2017-18,John Ireland,Nicollet,10,100.00,,0.00,0.00,,44.331976,-93.976864
62,Minnesota,2017-18,Karlstad Elementary,Kittson,14,100.00,,0.00,0.00,,48.574344,-96.524391
63,Minnesota,2017-18,Kenyon-Wanamingo Elementary,Goodhue,41,100.00,,0.00,0.00,,44.303787,-92.786996
64,Minnesota,2017-18,Kittson Central Elementary,Kittson,21,100.00,,0.00,0.00,,48.78022,-96.94761
65,Minnesota,2017-18,Knight Elementary,Morrison,15,100.00,,0.00,0.00,,46.089329,-94.494992
66,Minnesota,2017-18,Knoll Elementary,Big Stone,40,100.00,,0.00,0.00,,45.309078,-96.442061
67,Minnesota,2017-18,Lake Of The Woods Elementary,Lake of the Woods,30,100.00,,0.00,0.00,,48.708869,-94.634509
68,Minnesota,2017-18,Lakeland Elementary,Kandiyohi,100,100.00,,0.00,0.00,,45.113232,-95.019211
69,Minnesota,2017-18,Lester Prairie Elementary,McLeod,24,100.00,,0.00,0.00,,44.886925,-94.043974
70,Minnesota,2017-18,Lewiston-Altura Elementary,Winona,35,100.00,,0.00,0.00,,43.98149,-91.870966
71,Minnesota,2017-18,Life Prep School/Formerly Concordia Creative Learning Academy,,42,100.00,,0.00,0.00,,44.9754583,-93.0616246
72,Minnesota,2017-18,Lincoln Elementary,Anoka,80,100.00,,0.00,0.00,,45.190128,-93.381865
73,Minnesota,2017-18,Lincoln Elementary,Lincoln,12,100.00,,0.00,0.00,,44.4622664,-96.2537818
74,Minnesota,2017-18,Lyle K-12,Mower,18,100.00,,0.00,0.00,,43.5092835,-92.9440632
75,Minnesota,2017-18,Madelia Elementary,Watonwan,46,100.00,,0.00,0.00,,44.051441,-94.413676
